city_id,time_utc,local_time,temperature,humidity,cloudiness_pc,wind_speed,precipitation_prob,rain_volume,snow_volume
683506,1655618400,2022-06-19 09:00:00,20.98,56,0,2.03,0,0,0
683506,1655629200,2022-06-19 12:00:00,25.61,40,0,1.58,0,0,0
683506,1655640000,2022-06-19 15:00:00,28.15,33,1,0.34,0,0,0
683506,1655650800,2022-06-19 18:00:00,28.04,31,3,1.39,0,0,0
683506,1655661600,2022-06-19 21:00:00,22.95,43,19,2.15,0,0,0
683506,1655672400,2022-06-20 00:00:00,20.62,47,3,2.19,0,0,0
683506,1655683200,2022-06-20 03:00:00,19.11,57,10,2.13,0,0,0
683506,1655694000,2022-06-20 06:00:00,17.94,62,2,1.98,0,0,0
683506,1655704800,2022-06-20 09:00:00,23.18,50,2,2.3,0,0,0
683506,1655715600,2022-06-20 12:00:00,27.4,38,0,3.01,0,0,0
683506,1655726400,2022-06-20 15:00:00,29.4,34,3,3.17,0,0,0
683506,1655737200,2022-06-20 18:00:00,29.54,35,27,3.09,0,0,0
683506,1655748000,2022-06-20 21:00:00,24.21,51,24,3.71,0,0,0
683506,1655758800,2022-06-21 00:00:00,21.85,52,18,3.56,0,0,0
683506,1655769600,2022-06-21 03:00:00,20.03,54,16,3.62,0.02,0,0
683506,1655780400,2022-06-21 06:00:00,18.82,55,7,3.95,0,0,0
683506,1655791200,2022-06-21 09:00:00,24.56,48,6,2.71,0,0,0
683506,1655802000,2022-06-21 12:00:00,25.11,52,86,7.52,0.16,0,0
683506,1655812800,2022-06-21 15:00:00,26.03,41,66,6.86,0.32,0,0
683506,1655823600,2022-06-21 18:00:00,25.37,37,42,5.48,0,0,0
683506,1655834400,2022-06-21 21:00:00,21.19,48,28,3.41,0,0,0
683506,1655845200,2022-06-22 00:00:00,19.5,50,57,2.33,0,0,0
683506,1655856000,2022-06-22 03:00:00,17.44,53,45,1.5,0,0,0
683506,1655866800,2022-06-22 06:00:00,16.35,53,19,2.15,0,0,0
683506,1655877600,2022-06-22 09:00:00,21.76,42,9,2.93,0,0,0
683506,1655888400,2022-06-22 12:00:00,26.51,34,2,3.19,0,0,0
3054643,1655467200,2022-06-17 14:00:00,27.05,40,39,5.01,0,0,0
3054643,1655478000,2022-06-17 17:00:00,26.55,37,35,6.59,0,0,0
3054643,1655488800,2022-06-17 20:00:00,22.42,43,46,3.86,0,0,0
3054643,1655499600,2022-06-17 23:00:00,19.66,53,100,2.93,0,0,0
3054643,1655510400,2022-06-18 02:00:00,17.95,59,98,1.36,0,0,0
3054643,1655521200,2022-06-18 05:00:00,16.42,61,98,1.49,0,0,0
3054643,1655532000,2022-06-18 08:00:00,19.46,51,82,1.58,0,0,0
3054643,1655542800,2022-06-18 11:00:00,24.05,37,24,1.81,0,0,0
3054643,1655553600,2022-06-18 14:00:00,26.93,28,19,2.02,0,0,0
3054643,1655564400,2022-06-18 17:00:00,27.29,27,11,1.87,0,0,0
3054643,1655575200,2022-06-18 20:00:00,24.37,40,9,0.87,0,0,0
3054643,1655586000,2022-06-18 23:00:00,21.76,46,6,0.09,0,0,0
3054643,1655596800,2022-06-19 02:00:00,20.29,49,3,0.54,0,0,0
3054643,1655607600,2022-06-19 05:00:00,18.87,53,0,0.46,0,0,0
3054643,1655618400,2022-06-19 08:00:00,22.6,43,0,1.65,0,0,0
3054643,1655629200,2022-06-19 11:00:00,27.28,32,0,3.11,0,0,0
3054643,1655640000,2022-06-19 14:00:00,30.06,26,0,3.88,0,0,0
3054643,1655650800,2022-06-19 17:00:00,30.07,27,5,4.11,0,0,0
3054643,1655661600,2022-06-19 20:00:00,26.61,38,3,2.93,0,0,0
3054643,1655672400,2022-06-19 23:00:00,23.09,46,1,1.19,0,0,0
3054643,1655683200,2022-06-20 02:00:00,21.01,50,1,0.97,0,0,0
3054643,1655694000,2022-06-20 05:00:00,19.63,55,70,1.38,0,0,0
3054643,1655704800,2022-06-20 08:00:00,23.09,47,73,2.31,0,0,0
3054643,1655715600,2022-06-20 11:00:00,28.65,37,48,3.04,0,0,0
3054643,1655726400,2022-06-20 14:00:00,31.92,32,28,3.69,0,0,0
3054643,1655737200,2022-06-20 17:00:00,32.08,38,3,6.29,0.03,0,0
3054643,1655748000,2022-06-20 20:00:00,26.94,58,43,4.68,0.01,0,0
3054643,1655758800,2022-06-20 23:00:00,21.87,75,100,6.26,0,0,0
3054643,1655769600,2022-06-21 02:00:00,18.18,63,95,5.03,0,0,0
3054643,1655780400,2022-06-21 05:00:00,15.95,64,61,3.54,0,0,0
3054643,1655791200,2022-06-21 08:00:00,19.19,50,30,3.47,0,0,0
3054643,1655802000,2022-06-21 11:00:00,23.61,29,0,3.07,0,0,0
3054643,1655812800,2022-06-21 14:00:00,26.28,24,2,4.21,0,0,0
3054643,1655823600,2022-06-21 17:00:00,26.43,25,5,3.88,0,0,0
3054643,1655834400,2022-06-21 20:00:00,23.53,35,2,1.96,0,0,0
3054643,1655845200,2022-06-21 23:00:00,20.56,41,1,0.46,0,0,0
3054643,1655856000,2022-06-22 02:00:00,19.49,43,0,0.8,0,0,0
3054643,1655866800,2022-06-22 05:00:00,18.43,46,47,1.18,0,0,0
3054643,1655877600,2022-06-22 08:00:00,22.01,53,70,1.95,0,0,0
3054643,1655888400,2022-06-22 11:00:00,25.66,48,100,2.37,0,0,0
2911298,1655467200,2022-06-17 14:00:00,22.0,49,32,3.35,0,0,0
2911298,1655478000,2022-06-17 17:00:00,20.1,62,67,0.59,0,0,0
2911298,1655488800,2022-06-17 20:00:00,18.62,67,100,2.29,0,0,0
2911298,1655499600,2022-06-17 23:00:00,17.06,66,100,3.11,0,0,0
2911298,1655510400,2022-06-18 02:00:00,16.8,64,100,3.47,0,0,0
2911298,1655521200,2022-06-18 05:00:00,14.98,74,11,2.76,0,0,0
2911298,1655532000,2022-06-18 08:00:00,19.45,66,6,3.58,0,0,0
2911298,1655542800,2022-06-18 11:00:00,24.96,54,0,4.0,0,0,0
2911298,1655553600,2022-06-18 14:00:00,27.47,48,2,4.46,0,0,0
2911298,1655564400,2022-06-18 17:00:00,26.49,53,12,4.9,0,0,0
2911298,1655575200,2022-06-18 20:00:00,21.46,66,34,3.84,0,0,0
2911298,1655586000,2022-06-18 23:00:00,15.63,80,82,2.89,0,0,0
2911298,1655596800,2022-06-19 02:00:00,13.31,89,91,2.6,0.46,0.69,0
2911298,1655607600,2022-06-19 05:00:00,12.88,95,100,2.61,0.98,2.36,0
2911298,1655618400,2022-06-19 08:00:00,12.6,91,100,3.58,0.97,0.69,0
2911298,1655629200,2022-06-19 11:00:00,15.62,71,99,4.2,0.32,0.15,0
2911298,1655640000,2022-06-19 14:00:00,15.81,71,99,3.86,0.28,0.21,0
2911298,1655650800,2022-06-19 17:00:00,12.23,89,100,3.5,0.47,0.35,0
2911298,1655661600,2022-06-19 20:00:00,13.22,79,98,3.04,0.3,0,0
2911298,1655672400,2022-06-19 23:00:00,11.69,84,98,1.04,0,0,0
2911298,1655683200,2022-06-20 02:00:00,9.11,93,88,2.03,0,0,0
2911298,1655694000,2022-06-20 05:00:00,10.24,90,91,2.84,0,0,0
2911298,1655704800,2022-06-20 08:00:00,12.88,78,67,4.19,0.29,0.2,0
2911298,1655715600,2022-06-20 11:00:00,14.96,76,54,5.61,0.72,1.19,0
2911298,1655726400,2022-06-20 14:00:00,18.55,49,74,6.75,0.68,0.45,0
2911298,1655737200,2022-06-20 17:00:00,16.94,60,89,6.05,0,0,0
